Feature1,Feature2,Label
2.36680902,374.292118,2
2.608484486,360.7344154,2
3.049512863,237.3140118,2
2.863890037,378.5117997,2
2.58245828,307.8684484,2
3.223705789,361.488031,2
2.278987721,379.21826,2
2.584289297,263.600695,2
2.732723687,222.0103849,2
2.912139968,245.5870325,2
3.570351923,285.4215577,2
2.399347564,363.6029532,2
3.028468877,372.1461167,2
3.184829138,201.3904261,2
2.092900825,302.1494605,2
3.215089704,283.4822006,2
2.341048247,244.4215621,2
2.130103186,223.9730735,2
3.897771075,267.5230343,2
3.931264066,388.5819408,2
3.616794696,264.6405864,2
2.609227538,303.7581243,2
2.195344228,340.6037918,2
3.368466053,272.7259205,2
2.880304987,394.3564165,2
2.24407647,392.489459,2
2.99035382,250.3564592,2
2.068777042,299.4497012,2
3.818640804,260.175662,2
2.517559963,256.9680989,2
3.325044569,207.3773895,2
2.623422152,321.9128668,2
3.040136042,300.5358046,2
3.093420559,210.2957502,2
2.369708911,255.7292928,2
3.939169256,381.6531772,2
3.550265647,247.9123781,2
3.878997883,228.9789744,2
3.789654701,297.8905521,2
3.195799958,397.1300908,2
3.84374847,248.4110543,2
2.176985004,334.4271095,2
2.391965725,352.3239231,2
2.090454578,247.5275088,2
2.650660662,345.6432697,2
2.777354579,273.5566265,2
2.542698064,326.4611661,2
3.657475018,326.7059422,2
2.713506653,307.1549368,2
2.561869019,218.057954,2
3.085392166,367.0604991,2
2.28184845,264.156013,2
3.604393962,237.3037021,2
2.149101287,208.1550283,2
3.973773873,318.1785886,2
3.544489539,335.5128724,2
2.397431363,203.3175658,2
2.011044234,302.4186117,2
3.630922857,245.299155,2
3.413714688,329.0345581,2
3.458014336,234.8732858,2
3.542540693,338.1875476,2
2.148089303,277.3470693,2
2.716931457,387.3459977,2
2.231738119,227.5041888,2
3.726206852,268.2132702,2
3.246596254,222.6947042,2
2.66179605,384.9387237,2
2.127116701,375.4678707,2
2.621964643,251.5883255,2
2.650366644,331.9968092,2
3.459212357,363.44444,2
3.275114943,311.0401623,2
3.774425485,305.9301157,2
2.94442985,248.3704582,2
2.239188492,218.6205536,2
3.426489574,379.4431516,2
3.521570097,380.0836114,2
3.122554395,326.6202915,2
3.54193436,267.8059582,2
2.987591193,269.8419149,2
3.045465659,345.1911358,2
2.855082037,379.422052,2
2.050838253,377.4172849,2
2.215782854,355.9751092,2
5.874172213925252,485.3429615667448,3
6.911285751537849,588.1897699148427,3
6.517589095260529,533.4405167829756,3
6.277585271554666,566.4570174979995,3
5.480833552796386,634.2863005674358,3
5.480790136605165,522.3796789553087,3
5.304550501902759,549.7650969,3
6.759117062394884,608.4436935523183,3
6.282007021137776,518.8956881335758,3
6.4745306400328815,493.0865846708948,3
5.237052089732445,529.2577469953405,3
6.945837734,507.4076188331808,3
6.698396753440759,638.0486008982374,3
5.582210399220897,617.3804645259509,3
5.527284940972781,587.6786386,3
5.530128117736181,628.1483003,3
5.747636037327168,616.6242530728495,3
6.144561576938028,511.71691001062607,3
5.977501033555809,631.7350297432962,3
5.7242124523564755,571.6881811256607,3
6.301335210500283,617.2648263778906,3
5.451088949173675,632.3355209869939,3
5.725860367363393,534.0605907452168,3
5.859451317928645,498.70882716970505,3
6.020925971590665,518.7489776,3
6.6133167305074245,552.6083240664635,3
5.559412807885048,619.0625102068238,3
6.125621989144501,626.3241991535783,3
6.266346223951676,481.1818621903024,3
5.283610742895996,566.8270414381861,3
6.293580733422589,550.9598705352925,3
5.506943422637125,517.7583277800242,3
5.317092867373503,500.3771124467261,3
6.907993967,537.3945791386168,3
6.938137659534207,640.2946496651282,3
6.655115227,534.9444984435283,3
5.748304784512067,568.1944056963722,3
5.3758098052114915,599.5132230121802,3
6.431619447721882,541.8170324,3
5.992274488731282,645.2029540625633,3
5.4196688227206025,643.6160401401589,3
6.091318438200286,522.8029902903119,3
5.261899338007393,564.5322460017055,3
6.836776723741808,531.1493126688508,3
5.665803966880031,528.4228840441695,3
6.392540111837167,486.27078105027056,3
5.761079937,583.6259367765824,3
6.136122438,565.4554339489065,3
6.184078502817903,488.7513877124982,3
5.532738019945949,527.3698989202239,3
6.9452523299762055,634.4052006143311,3
6.595239082050006,520.7255214133853,3
6.891098094815541,504.63212825550795,3
6.810689230769768,563.2069692471857,3
6.276219961859953,647.5605771988021,3
6.859373623,521.1493962,3
5.359286503693455,594.2630430589993,3
5.552769152354461,609.4753346058819,3
5.281409120038969,520.3983825,3
5.785594595373876,603.7967792640161,3
5.899619121441067,542.5231325622731,3
5.688428257193013,587.4919912009085,3
6.691727516473473,587.7000508293521,3
5.842155988048461,571.0816962927089,3
5.705682117437285,495.34926090924944,3
6.176852949684847,622.0014242501704,3
5.453663604954573,534.532611,3
6.643954565357271,511.7081467679752,3
5.334191158623588,486.9317740643099,3
6.976396485880931,580.4518003420011,3
6.590040584733983,595.1859415,3
5.557688226761511,482.8199309177355,3
5.209939810822484,567.0558199108777,3
6.667830571218701,518.5042817836495,3
6.472343218925711,589.6793743696064,3
6.512212902473777,509.64229293084855,3
6.588286624034702,597.4594154774193,3
5.3332803731213625,545.7450088710914,3
5.845238311379691,639.2440980852449,3
5.408564307145234,503.37856050481884,3
6.753586166576069,537.9812797,3
6.321936628289604,499.29049861090016,3
5.795616444734769,637.1979151073557,3
5.314405030514843,629.1476900747668,3
5.7597681790881925,523.8500767115764,3
5.785329979648145,592.1972878258105,3
6.513291121008516,618.9277740342067,3
6.347603448439384,574.3841379719086,3
6.796982936637388,570.0405983205211,3
6.049986865291509,521.1148894530768,3
5.415269642688943,495.82747052700284,3
6.483840617001391,632.5266788520655,3
6.569413087510416,633.0710697177661,3
6.210298955625094,587.6272477364555,3
6.587740924,537.6350644782791,3
6.088832073455904,539.3656276841524,3
6.140919092887589,603.4124654079407,3
5.969573833,632.5087441919381,3
5.245754428139372,630.8046921,3
5.3942045685879485,612.5788428,3
